Stock,Ticker,current_price,forecasted_price,forecasted_price_change,percent_change,current_volatility,forecasted_volatility,forecasted_volatility_change,model_error_last_week,model_mda_last_week
AON,Aon,315.5,305.64228537651366,-9.857714623486345,-3.124473731691393,0.016688234710556,0.014369465644689,-24.902793505953053,301.8137058259905,42.857142857142854
APA,APA Corporation,30.979999542236328,32.58165523833313,1.601655696096799,5.169966816536569,0.0205438486693203,0.0244544686143711,2.9138959267175903,32.60578777339295,42.857142857142854
AAPL,Apple Inc.,181.55999755859372,181.49971391917725,-0.060283639416468304,-0.03320315059875088,0.0030714760235248,0.0128770579970077,119.41864689010562,183.89140235080262,28.57142857142857
AMAT,Applied Materials,188.8199920654297,182.6494843730934,-6.170507692336287,-3.267931337587436,0.081466442430661,0.0299487549578238,-31.291491681860112,169.082197118322,71.42857142857143
APTV,Aptiv,77.76000213623047,82.57481975342483,4.814817617194365,6.191894913736135,0.0068103069219361,0.0244931253532583,153.93083187577204,83.89182022069247,42.857142857142854
ACGL,Arch Capital Group,85.37000274658203,80.860385848732,-4.509616897850037,-5.282437334852481,0.0044116192127657,0.0160950738618635,2517.399057721334,79.55712047470183,57.14285714285714
ADM,Archer-Daniels-Midland,53.400001525878906,78.42943439326687,25.029432867387968,46.87159579060707,0.0053430238815947,0.0213351988403397,115.6650965729296,78.36818665728252,42.857142857142854
ANET,Arista Networks,259.6099853515625,251.07513075441437,-8.534854597148126,-3.2875679206214934,0.0069119635316476,0.0257788740302354,211.34451407967188,244.6442814810906,57.14285714285714
AJG,Arthur J. Gallagher & Co.,241.7400054931641,227.85756165081634,-13.882443842347755,-5.742716772934102,0.0113303258890943,0.0118457439519324,-3.0891662235311252,227.41393402327986,71.42857142857143
AIZ,Assurant,174.6300048828125,165.88238206282426,-8.747622819988237,-5.009232420200887,0.0012480275668129,0.0150775562903511,177.2772862017483,164.90344115218164,42.857142857142854
T,AT&T,16.90999984741211,16.831266867304798,-0.07873298010731133,-0.46560012310917054,0.0024781139628104,0.0154138922258821,146.3090456515946,16.26851079526073,28.57142857142857
ATO,Atmos Energy,113.69000244140624,110.29283274124145,-3.397169700164781,-2.9880988892718343,0.000367730582015,0.0125246910988216,60.4161140951997,109.47404119457043,71.42857142857143
ADSK,Autodesk,255.25999450683597,252.47975927709962,-2.7802352297363484,-1.0891778146073308,0.0003414550563679,0.0177621870266653,2299.4216426012645,249.2955139625499,42.857142857142854
ADP,Automated Data Processing,252.94000244140625,246.85050019414308,-6.0895022472631695,-2.4074888070240323,0.0026601428906771,0.0129623250004091,359.95163769035486,244.00051745093145,71.42857142857143
AZO,AutoZone,2696.14990234375,2579.152976898407,-116.9969254453431,-4.339407291250321,0.0090253406993427,0.0151135554016011,-11.108790280807295,2641.303245335687,57.14285714285714
AVB,AvalonBay Communities,176.33999633789062,174.96810796932374,-1.3718883685668857,-0.7779791295550257,0.0004112629557009,0.0133909641941421,23.784909681013765,172.18232248071465,42.857142857142854
AVY,Avery Dennison,209.7100067138672,198.528885809606,-11.181120904261178,-5.331705949309772,0.0024314847391137,0.0123708312892974,996.5138416902207,195.08090776299267,71.42857142857143
AXON,Axon Enterprise,267.70001220703125,243.7417051224044,-23.958307084626853,-8.949684718765798,0.0022680441508934,0.0241275169673491,378.7499151263218,237.2615019459919,57.14285714285714
BKR,Baker Hughes,29.049999237060547,28.128358375347233,-0.921640861713314,-3.172602016930625,0.0012180670789136,0.0176345184168235,86.53265637133617,27.918307622798913,42.857142857142854
BALL,Ball Corporation,61.880001068115234,60.58732178457031,-1.2926792835449277,-2.0890097951388102,0.0006893908323812,0.0230837557214536,281841.1493114596,58.268023459364336,71.42857142857143
BAC,Bank of America,33.959999084472656,32.946531802023316,-1.0134672824493407,-2.9842971430253153,0.0031166608560701,0.0164028608407165,500.2286891793637,32.34136961015748,42.857142857142854
BK,Bank of New York Mellon,54.869998931884766,54.1545219341085,-0.7154769977762641,-1.3039493561216435,0.0018064727206024,0.0142787515490631,109.56182039525133,51.91079149084594,57.14285714285714
BBWI,"Bath & Body Works, Inc.",47.36000061035156,42.509796923948386,-4.850203686403177,-10.241139408564658,0.0314422469768933,0.0325790862017958,-26.06131820914331,41.49716715252857,71.42857142857143
BAX,Baxter International,41.77000045776367,39.50109929641346,-2.2689011613502146,-5.431891636305933,0.0045528668196857,0.0200921975723504,1134.1772955594643,38.725708743281416,71.42857142857143
BDX,Becton Dickinson,240.66000366210935,239.60951877280425,-1.0504848893050962,-0.4365016510096935,0.0026471905205257,0.012931346472689,-6.6657006797124705,239.19175628572728,71.42857142857143
BBY,Best Buy,73.2699966430664,72.33009851233963,-0.9398981307267746,-1.282787189557921,0.0039596256822209,0.0188288891206336,47.40936469201849,72.56437161058776,57.14285714285714
BIO,Bio-Rad,343.760009765625,324.89678571131344,-18.86322405431156,-5.48732357413315,0.0182200989691533,0.0238950807735365,38.064447097134455,322.40169517168954,57.14285714285714
TECH,Bio-Techne,70.33000183105469,69.90525257263184,-0.4247492584228496,-0.6039375051392345,0.0162180657742935,0.0221934747362467,-16.542300856799404,66.99469668195692,71.42857142857143
BIIB,Biogen,219.2100067138672,226.5578730785498,7.347866364682602,3.351975794733543,0.0140688395349388,0.0223814984891341,293.8373367118332,242.60989664072,57.14285714285714
BLK,BlackRock,798.1099853515625,760.566393053778,-37.54359229778447,-4.704062470944622,0.0072483596669483,0.0137557141430412,387.3399778265053,739.8358511531143,57.14285714285714
BX,Blackstone,126.33000183105467,119.4818791100731,-6.8481227209815785,-5.4208205665506135,0.0042512650027489,0.0220063641429728,178.7645795474735,118.99121932874577,57.14285714285714
BA,Boeing,203.3699951171875,202.0356450419313,-1.3343500752561965,-0.6561194410646991,0.0031707704091619,0.0223346549626909,398.47423288981577,202.66101205385945,28.57142857142857
BKNG,Booking Holdings,3700.860107421875,3366.670279552479,-334.18982786939614,-9.030058369382742,0.0033582749824912,0.016113330427074,50.602335685066656,3347.020721799375,42.857142857142854
BWA,BorgWarner,30.15999984741211,31.86202827666855,1.7020284292564405,5.643330364282093,0.009569290304665,0.0223034007178025,70.95037685979473,32.63933083927698,28.57142857142857
BXP,Boston Properties,66.02999877929688,64.4926372745601,-1.5373615047367792,-2.3282773484145594,0.0209577535260441,0.0252074257850954,133.97113914515003,62.91668925233792,28.57142857142857
BSX,Boston Scientific,66.22000122070312,64.62400458428573,-1.5959966364173965,-2.4101428677087093,0.0071788781675851,0.0133686585028385,43.427257716497,62.5383444886719,42.857142857142854
BMY,Bristol Myers Squibb,49.86000061035156,50.07736496142765,0.21736435107608543,0.4359493550245923,0.0059816319043148,0.0123342138252929,-16.300467128138163,50.30262229859354,28.57142857142857
AVGO,Broadcom Inc.,1226.550048828125,1213.576668118219,-12.973380709905996,-1.057713113484531,0.000205654979068,0.0216212492896224,90.52306850455626,1164.2580983439807,57.14285714285714
BR,Broadridge Financial Solutions,195.16000366210935,188.35396174623827,-6.806041915871077,-3.4874163702388175,0.0085736655907846,0.0139867461374213,-7.10391800665469,190.93192354405485,42.857142857142854
BRO,Brown & Brown,82.69999694824219,76.68630886504138,-6.013688083200805,-7.271690816342439,0.0004274378392984,0.0131547966214186,1084.5204926448653,73.66986509107338,71.42857142857143
BLDR,Builders FirstSource,182.8999938964844,174.9072235629223,-7.992770333562106,-4.3700221980793295,0.0085084038846183,0.027537394410216,332.66211137614647,167.7992157774545,71.42857142857143
BG,Bunge Global SA,91.66999816894533,90.92159699872283,-0.7484011702224933,-0.8164079689880763,0.0079882381169228,0.0181141353288196,68.99740317947891,89.12319257735363,28.57142857142857
CDNS,Cadence Design Systems,292.07000732421875,293.2614975579605,1.1914902337417743,0.40794679489946195,0.0172589772013572,0.0196018155702185,162.1633054277494,286.5079946977591,42.857142857142854
CZR,Caesars Entertainment,41.650001525878906,44.17873941247826,2.5287378865993517,6.071399265203244,0.0037215480109948,0.0267416089031117,9.60514140811752,44.14005747543507,14.285714285714285
CPT,Camden Property Trust,94.48999786376952,94.53110916197174,0.04111129820222459,0.043508624332383415,0.0035460332790921,0.0174516406107957,-9.293342745428774,94.80039899767762,28.57142857142857
CPB,Campbell Soup Company,42.15999984741211,41.62780356663632,-0.5321962807757927,-1.2623251487237857,0.0091034286357218,0.0146449634391196,213.72459807329483,42.97976901686193,57.14285714285714
COF,Capital One,137.38999938964844,128.41020492536012,-8.979794464288318,-6.535988430148356,0.0036731326830821,0.0188004573902461,42.63830935220986,126.76962730101238,85.71428571428571
CAH,Cardinal Health,105.37000274658205,97.11946375963049,-8.250538986951554,-7.830064318015008,0.0095104841223166,0.0145746168979159,204.07133497628527,98.26661277374697,42.857142857142854
KMX,CarMax,70.66000366210938,72.85460923008822,2.19460556797884,3.105866762296352,0.0115953560030925,0.0268982735514022,129.81967461841373,72.11629589409175,57.14285714285714
CCL,Carnival,14.760000228881836,14.802901438150409,0.04290120926857277,0.2906585948733607,0.0178734089495152,0.0263156198871817,5317.647556048866,15.068032186288804,28.57142857142857
CARR,Carrier Global,53.43000030517578,53.30808265800171,-0.12191764717407239,-0.22818200725756346,0.0188432887141254,0.0200808689120246,67.49454384531734,52.33047097286351,71.42857142857143
CTLT,Catalent,57.97999954223633,53.97301775790588,-4.006981784330449,-6.910972431815058,0.0105137959577868,0.0341467041721764,567.9136484148065,53.259693602034545,85.71428571428571
CAT,Caterpillar Inc.,313.739990234375,291.4995853329407,-22.240404901434317,-7.0888014259259515,0.0156344155511982,0.0193683515272266,-24.927831381895988,294.8024134376496,42.857142857142854
